Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,USDA1021,WSM1022
plsY,plsY,Glycerol-3-phosphate acyltransferase,2,2,1.0,1,4144,,,,606,606,606.0,USDA1021_01107,WSM1022_01089
gstB_1,gstB_1,Glutathione S-transferase GST-6.0,2,2,1.0,1,4143,,,,606,606,606.0,USDA1021_00156,WSM1022_02082
cycY,cycY,Thiol:disulfide interchange protein CycY,2,2,1.0,1,4138,,,,609,609,609.0,USDA1021_02359,WSM1022_03188
hisB,hisB,Histidine biosynthesis bifunctional protein HisB,2,2,1.0,1,4137,,,,609,609,609.0,USDA1021_02201,WSM1022_03348
group_1653,,hypothetical protein,2,2,1.0,1,4136,,,,609,609,609.0,USDA1021_01313,WSM1022_00889
pgsA,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,2,2,1.0,1,4135,,,,609,609,609.0,USDA1021_01246,WSM1022_00956
group_1652,,hypothetical protein,2,2,1.0,1,4134,,,,609,609,609.0,USDA1021_00992,WSM1022_01203
group_1651,,hypothetical protein,2,2,1.0,1,4133,,,,609,609,609.0,USDA1021_00990,WSM1022_01205
group_1650,,hypothetical protein,2,2,1.0,1,4132,,,,609,609,609.0,USDA1021_00517,WSM1022_01722
nagL_2,nagL_2,Maleylpyruvate isomerase,2,2,1.0,1,4128,,,,612,612,612.0,USDA1021_05370,WSM1022_05335
COQ5_3,COQ5_3,2-methoxy-6-polyprenyl-14-benzoquinol methylase mitochondrial,2,2,1.0,1,4127,,,,612,612,612.0,USDA1021_04878,WSM1022_03783
comR_2,comR_2,HTH-type transcriptional repressor ComR,2,2,1.0,1,4126,,,,612,612,612.0,USDA1021_04480,WSM1022_04324
betI_3,betI_3,HTH-type transcriptional regulator BetI,2,2,1.0,1,4125,,,,612,612,612.0,USDA1021_04226,WSM1022_04126
ureG,ureG,Urease accessory protein UreG,2,2,1.0,1,4124,,,,612,612,612.0,USDA1021_03165,WSM1022_02416
alkB,alkB,Alpha-ketoglutarate-dependent dioxygenase AlkB,2,2,1.0,1,4123,,,,612,612,612.0,USDA1021_02208,WSM1022_03339
rhtB_4,rhtB_4,Homoserine/homoserine lactone efflux protein,2,2,1.0,1,4122,,,,612,612,612.0,USDA1021_02022,WSM1022_03537
rimJ,rimJ,[Ribosomal protein S5]-alanine N-acetyltransferase,2,2,1.0,1,4121,,,,612,612,612.0,USDA1021_01588,WSM1022_00677
atpF_1,atpF_1,ATP synthase subunit b,2,2,1.0,1,4115,,,,615,615,615.0,USDA1021_05834,WSM1022_00593
vat_2,vat_2,Virginiamycin A acetyltransferase,2,2,1.0,1,4114,,,,615,615,615.0,USDA1021_05483,WSM1022_05442
pcaG,pcaG,Protocatechuate 34-dioxygenase alpha chain,2,2,1.0,1,4113,,,,615,615,615.0,USDA1021_05459,WSM1022_05418
fixJ_2,fixJ_2,Transcriptional regulatory protein FixJ,2,2,1.0,1,4112,,,,615,615,615.0,USDA1021_04489,WSM1022_04364
rplY,rplY,50S ribosomal protein L25,2,2,1.0,1,4111,,,,615,615,615.0,USDA1021_03274,WSM1022_02307
group_1643,,hypothetical protein,2,2,1.0,1,4110,,,,615,615,615.0,USDA1021_02817,WSM1022_02766
group_1642,,hypothetical protein,2,2,1.0,1,4109,,,,615,615,615.0,USDA1021_02116,WSM1022_03435
group_1641,,hypothetical protein,2,2,1.0,1,4108,,,,615,615,615.0,USDA1021_01777,WSM1022_00243
group_1640,betI_2,HTH-type transcriptional regulator BetI,2,2,1.0,1,4107,,,,615,615,615.0,USDA1021_01694,WSM1022_00325
nuoJ_1,nuoJ_1,NADH-quinone oxidoreductase subunit J,2,2,1.0,1,4106,,,,615,615,615.0,USDA1021_01134,WSM1022_01063
aat,aat,Leucyl/phenylalanyl-tRNA--protein transferase,2,2,1.0,1,4105,,,,615,615,615.0,USDA1021_01092,WSM1022_01104
folE,folE,GTP cyclohydrolase 1,2,2,1.0,1,4104,,,,615,615,615.0,USDA1021_00984,WSM1022_01211
pcm_1,pcm_1,Protein-L-isoaspartate O-methyltransferase,2,2,1.0,1,4103,,,,615,615,615.0,USDA1021_00867,WSM1022_01326
group_1639,,hypothetical protein,2,2,1.0,1,4102,,,,615,615,615.0,USDA1021_00546,WSM1022_01690
group_1638,,hypothetical protein,2,2,1.0,1,4101,,,,615,615,615.0,USDA1021_00423,WSM1022_01812
hin,hin,DNA-invertase hin,2,2,1.0,1,4097,,,,618,618,618.0,USDA1021_05679,WSM1022_00462
group_1634,,hypothetical protein,2,2,1.0,1,4096,,,,618,618,618.0,USDA1021_05221,WSM1022_05188
group_1633,,hypothetical protein,2,2,1.0,1,4095,,,,618,618,618.0,USDA1021_05211,WSM1022_05179
ruvA,ruvA,Holliday junction ATP-dependent DNA helicase RuvA,2,2,1.0,1,4090,,,,618,618,618.0,USDA1021_02857,WSM1022_02728
clpP_2,clpP_2,ATP-dependent Clp protease proteolytic subunit,2,2,1.0,1,4089,,,,618,618,618.0,USDA1021_02369,WSM1022_03178
rimP,rimP,Ribosome maturation factor RimP,2,2,1.0,1,4088,,,,618,618,618.0,USDA1021_02018,WSM1022_00002
rhtB_3,rhtB_3,Homoserine/homoserine lactone efflux protein,2,2,1.0,1,4087,,,,618,618,618.0,USDA1021_01910,WSM1022_00108
group_1630,,hypothetical protein,2,2,1.0,1,4086,,,,618,618,618.0,USDA1021_01298,WSM1022_00904
rpsD,rpsD,30S ribosomal protein S4,2,2,1.0,1,4085,,,,618,618,618.0,USDA1021_00588,WSM1022_01651
dnaJ_1,dnaJ_1,Chaperone protein DnaJ,2,2,1.0,1,4084,,,,618,618,618.0,USDA1021_00475,WSM1022_01762
betI_2,betI_2,HTH-type transcriptional regulator BetI,2,2,1.0,1,4080,,,,621,621,621.0,USDA1021_01555,WSM1022_00732
group_1628,,hypothetical protein,2,2,1.0,1,4079,,,,621,621,621.0,USDA1021_05969,WSM1022_05582
group_1627,,hypothetical protein,2,2,1.0,1,4078,,,,621,621,621.0,USDA1021_05945,WSM1022_05558
group_1626,,hypothetical protein,2,2,1.0,1,4077,,,,621,621,621.0,USDA1021_05797,WSM1022_00556
yhdE,yhdE,dTTP/UTP pyrophosphatase,2,2,1.0,1,4076,,,,621,621,621.0,USDA1021_05570,WSM1022_00358
group_1624,,hypothetical protein,2,2,1.0,1,4073,,,,621,621,621.0,USDA1021_02700,WSM1022_02894
coaA_1,coaA_1,Pantothenate kinase,2,2,1.0,1,4072,,,,621,621,621.0,USDA1021_01768,WSM1022_00252
pdxH,pdxH,Pyridoxine/pyridoxamine 5'-phosphate oxidase,2,2,1.0,1,4071,,,,621,621,621.0,USDA1021_01613,WSM1022_00651
gstB_2,gstB_2,Glutathione S-transferase GST-6.0,2,2,1.0,1,4070,,,,621,621,621.0,USDA1021_01549,WSM1022_00738
ribE,ribE,Riboflavin synthase,2,2,1.0,1,4069,,,,621,621,621.0,USDA1021_01205,WSM1022_00999
azoR1,azoR1,FMN-dependent NADH-azoreductase 1,2,2,1.0,1,4068,,,,621,621,621.0,USDA1021_01076,WSM1022_01120
rplD,rplD,50S ribosomal protein L4,2,2,1.0,1,4067,,,,621,621,621.0,USDA1021_01051,WSM1022_01144
group_1623,,hypothetical protein,2,2,1.0,1,4066,,,,621,621,621.0,USDA1021_00397,WSM1022_01836
group_1622,,hypothetical protein,2,2,1.0,1,4065,,,,621,621,621.0,USDA1021_00347,WSM1022_01899
group_1619,,hypothetical protein,2,2,1.0,1,4062,,,,624,624,624.0,USDA1021_02469,WSM1022_03068
paoA_2,paoA_2,Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA,2,2,1.0,1,4060,,,,624,624,624.0,USDA1021_06313,WSM1022_05872
artM_3,artM_3,Arginine transport ATP-binding protein ArtM,2,2,1.0,1,4058,,,,624,624,624.0,USDA1021_05186,WSM1022_05154
paiB,paiB,Protease synthase and sporulation protein PAI 2,2,2,1.0,1,4057,,,,624,624,624.0,USDA1021_03414,WSM1022_03856
group_1616,,hypothetical protein,2,2,1.0,1,4056,,,,624,624,624.0,USDA1021_03263,WSM1022_02318
ftsE,ftsE,Cell division ATP-binding protein FtsE,2,2,1.0,1,4055,,,,624,624,624.0,USDA1021_02954,WSM1022_02625
ccmA,ccmA,Cytochrome c biogenesis ATP-binding export protein CcmA,2,2,1.0,1,4054,,,,624,624,624.0,USDA1021_02363,WSM1022_03184
group_1613,,hypothetical protein,2,2,1.0,1,4051,,,,627,627,627.0,USDA1021_06301,WSM1022_05860
group_1610,,hypothetical protein,2,2,1.0,1,4048,,,,627,627,627.0,USDA1021_03331,WSM1022_02253
group_1609,,hypothetical protein,2,2,1.0,1,4047,,,,627,627,627.0,USDA1021_03019,WSM1022_02562
group_1608,,hypothetical protein,2,2,1.0,1,4046,,,,627,627,627.0,USDA1021_02807,WSM1022_02776
rnd_2,rnd_2,Ribonuclease D,2,2,1.0,1,4045,,,,627,627,627.0,USDA1021_01990,WSM1022_00030
grpE,grpE,Protein GrpE,2,2,1.0,1,4044,,,,627,627,627.0,USDA1021_01872,WSM1022_00147
clpP_1,clpP_1,ATP-dependent Clp protease proteolytic subunit,2,2,1.0,1,4042,,,,627,627,627.0,USDA1021_01157,WSM1022_01040
group_1606,,hypothetical protein,2,2,1.0,1,4041,,,,630,630,630.0,USDA1021_04927,WSM1022_03710
group_1604,,hypothetical protein,2,2,1.0,1,4037,,,,630,630,630.0,USDA1021_03339,WSM1022_02249
group_1603,,hypothetical protein,2,2,1.0,1,4036,,,,630,630,630.0,USDA1021_03294,WSM1022_02287
upp,upp,Uracil phosphoribosyltransferase,2,2,1.0,1,4035,,,,630,630,630.0,USDA1021_02120,WSM1022_03431
group_1602,,hypothetical protein,2,2,1.0,1,4034,,,,630,630,630.0,USDA1021_00839,WSM1022_01356
group_1601,,hypothetical protein,2,2,1.0,1,4033,,,,630,630,630.0,USDA1021_00742,WSM1022_01450
group_1600,,hypothetical protein,2,2,1.0,1,4032,,,,630,630,630.0,USDA1021_00498,WSM1022_01741
group_1597,,hypothetical protein,2,2,1.0,1,4028,,,,633,633,633.0,USDA1021_06290,WSM1022_05849
cyoC_2,cyoC_2,Cytochrome bo(3) ubiquinol oxidase subunit 3,2,2,1.0,1,4027,,,,633,633,633.0,USDA1021_05976,WSM1022_05587
group_1596,,hypothetical protein,2,2,1.0,1,4026,,,,633,633,633.0,USDA1021_05604,WSM1022_00389
ubiX,ubiX,Flavin prenyltransferase UbiX,2,2,1.0,1,4025,,,,633,633,633.0,USDA1021_05237,WSM1022_05205
nudL,nudL,putative Nudix hydrolase NudL,2,2,1.0,1,4022,,,,633,633,633.0,USDA1021_03264,WSM1022_02317
cobH,cobH,Precorrin-8X methylmutase,2,2,1.0,1,4021,,,,633,633,633.0,USDA1021_02682,WSM1022_02912
yciB,yciB,intracellular septation protein A,2,2,1.0,1,4020,,,,633,633,633.0,USDA1021_02357,WSM1022_03190
rhtB_2,rhtB_2,Homoserine/homoserine lactone efflux protein,2,2,1.0,1,4019,,,,633,633,633.0,USDA1021_01909,WSM1022_00109
tag,tag,DNA-3-methyladenine glycosylase 1,2,2,1.0,1,4017,,,,636,636,636.0,USDA1021_05782,WSM1022_00541
narL,narL,Nitrate/nitrite response regulator protein NarL,2,2,1.0,1,4016,,,,636,636,636.0,USDA1021_05295,WSM1022_05261
fixK_4,fixK_4,Nitrogen fixation regulation protein FixK,2,2,1.0,1,4014,,,,636,636,636.0,USDA1021_04726,WSM1022_04636
fixK_2,fixK_2,Nitrogen fixation regulation protein FixK,2,2,1.0,1,4013,,,,636,636,636.0,USDA1021_04491,WSM1022_04366
group_1592,,hypothetical protein,2,2,1.0,1,4012,,,,636,636,636.0,USDA1021_03864,WSM1022_04748
dnaJ_3,dnaJ_3,Chaperone protein DnaJ,2,2,1.0,1,4010,,,,636,636,636.0,USDA1021_02935,WSM1022_02644
rhtB_6,rhtB_6,Homoserine/homoserine lactone efflux protein,2,2,1.0,1,4009,,,,636,636,636.0,USDA1021_02732,WSM1022_02862
group_1591,,hypothetical protein,2,2,1.0,1,4008,,,,636,636,636.0,USDA1021_02230,WSM1022_03316
gpmA_2,gpmA_2,23-bisphosphoglycerate-dependent phosphoglycerate mutase,2,2,1.0,1,4007,,,,636,636,636.0,USDA1021_02090,WSM1022_03461
group_1590,,hypothetical protein,2,2,1.0,1,4006,,,,636,636,636.0,USDA1021_02070,WSM1022_03481
group_1589,,hypothetical protein,2,2,1.0,1,4005,,,,636,636,636.0,USDA1021_02004,WSM1022_00016
group_1588,,hypothetical protein,2,2,1.0,1,4004,,,,636,636,636.0,USDA1021_01715,WSM1022_00304
group_1587,,hypothetical protein,2,2,1.0,1,4003,,,,636,636,636.0,USDA1021_00563,WSM1022_01672
rhtB_1,rhtB_1,Homoserine/homoserine lactone efflux protein,2,2,1.0,1,4002,,,,636,636,636.0,USDA1021_00089,WSM1022_02149
dgoA,dgoA,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,2,2,1.0,1,3998,,,,639,639,639.0,USDA1021_05821,WSM1022_00580
group_1583,,hypothetical protein,2,2,1.0,1,3997,,,,639,639,639.0,USDA1021_05818,WSM1022_00576
group_1581,,NAD(P)H dehydrogenase (quinone),2,2,1.0,1,3995,,,,639,639,639.0,USDA1021_04093,WSM1022_03994
comR_1,comR_1,HTH-type transcriptional repressor ComR,2,2,1.0,1,3994,,,,639,639,639.0,USDA1021_04030,WSM1022_03948
yhhQ,yhhQ,Queuosine precursor transporter,2,2,1.0,1,3993,,,,639,639,639.0,USDA1021_02939,WSM1022_02639
eda_1,eda_1,KHG/KDPG aldolase,2,2,1.0,1,3992,,,,639,639,639.0,USDA1021_02721,WSM1022_02873
cmk,cmk,Cytidylate kinase,2,2,1.0,1,3991,,,,639,639,639.0,USDA1021_01999,WSM1022_00021
mqnB,mqnB,Futalosine hydrolase,2,2,1.0,1,3990,,,,639,639,639.0,USDA1021_01936,WSM1022_00081
group_1580,,hypothetical protein,2,2,1.0,1,3989,,,,639,639,639.0,USDA1021_01530,WSM1022_00757
group_1579,,hypothetical protein,2,2,1.0,1,3988,,,,639,639,639.0,USDA1021_01243,WSM1022_00959
dauR_1,dauR_1,Transcriptional regulator DauR,2,2,1.0,1,3987,,,,639,639,639.0,USDA1021_00402,WSM1022_01831
group_1578,,hypothetical protein,2,2,1.0,1,3985,,,,642,642,642.0,USDA1021_04644,WSM1022_04506
group_1577,,hypothetical protein,2,2,1.0,1,3984,,,,642,642,642.0,USDA1021_06015,WSM1022_05626
group_1576,,hypothetical protein,2,2,1.0,1,3983,,,,642,642,642.0,USDA1021_05546,WSM1022_05505
group_1575,,hypothetical protein,2,2,1.0,1,3982,,,,642,642,642.0,USDA1021_05201,WSM1022_05169
dhaL,dhaL,PTS-dependent dihydroxyacetone kinase ADP-binding subunit DhaL,2,2,1.0,1,3981,,,,642,642,642.0,USDA1021_05070,WSM1022_05037
tmoT_1,tmoT_1,Response regulator protein TmoT,2,2,1.0,1,3980,,,,642,642,642.0,USDA1021_04256,WSM1022_04140
rutR_2,rutR_2,HTH-type transcriptional regulator RutR,2,2,1.0,1,3979,,,,642,642,642.0,USDA1021_03798,WSM1022_03887
gloC,gloC,Hydroxyacylglutathione hydrolase GloC,2,2,1.0,1,3978,,,,642,642,642.0,USDA1021_03296,WSM1022_02285
rutR_1,rutR_1,HTH-type transcriptional regulator RutR,2,2,1.0,1,3977,,,,642,642,642.0,USDA1021_03176,WSM1022_02405
group_1572,,hypothetical protein,2,2,1.0,1,3974,,,,642,642,642.0,USDA1021_02475,WSM1022_03062
rhtB_5,rhtB_5,Homoserine/homoserine lactone efflux protein,2,2,1.0,1,3973,,,,642,642,642.0,USDA1021_02383,WSM1022_03164
group_1571,,Arylesterase,2,2,1.0,1,3972,,,,642,642,642.0,USDA1021_02374,WSM1022_03173
rhtC_1,rhtC_1,Threonine efflux protein,2,2,1.0,1,3971,,,,642,642,642.0,USDA1021_02324,WSM1022_03225
group_1570,,hypothetical protein,2,2,1.0,1,3970,,,,642,642,642.0,USDA1021_02286,WSM1022_03261
rsmG,rsmG,Ribosomal RNA small subunit methyltransferase G,2,2,1.0,1,3969,,,,642,642,642.0,USDA1021_02260,WSM1022_03286
group_1569,,hypothetical protein,2,2,1.0,1,3968,,,,642,642,642.0,USDA1021_02140,WSM1022_03411
group_1568,,hypothetical protein,2,2,1.0,1,3967,,,,642,642,642.0,USDA1021_00956,WSM1022_01239
group_1567,,hypothetical protein,2,2,1.0,1,3966,,,,642,642,642.0,USDA1021_00368,WSM1022_01866
nhhA,nhhA,High-molecular weight cobalt-containing nitrile hydratase subunit alpha,2,2,1.0,1,3965,,,,642,642,642.0,USDA1021_00177,WSM1022_02061
group_1565,,hypothetical protein,2,2,1.0,1,3963,,,,645,645,645.0,USDA1021_05723,WSM1022_00506
dhaL2,dhaL-2,PEP-dependent dihydroxyacetone kinase 2 ADP-binding subunit DhaL,2,2,1.0,1,3962,,,,645,645,645.0,USDA1021_05072,WSM1022_05039
group_1563,,hypothetical protein,2,2,1.0,1,3959,,,,645,645,645.0,USDA1021_03001,WSM1022_02578
group_1562,,hypothetical protein,2,2,1.0,1,3958,,,,645,645,645.0,USDA1021_02728,WSM1022_02866
rhtC_2,rhtC_2,Threonine efflux protein,2,2,1.0,1,3957,,,,645,645,645.0,USDA1021_02491,WSM1022_03045
group_1561,,hypothetical protein,2,2,1.0,1,3956,,,,645,645,645.0,USDA1021_02068,WSM1022_03483
rdgB,rdgB,dITP/XTP pyrophosphatase,2,2,1.0,1,3955,,,,645,645,645.0,USDA1021_01876,WSM1022_00143
group_1560,,hypothetical protein,2,2,1.0,1,3954,,,,645,645,645.0,USDA1021_01348,WSM1022_00856
group_1559,,hypothetical protein,2,2,1.0,1,3953,,,,645,645,645.0,USDA1021_01138,WSM1022_01059
group_1558,,hypothetical protein,2,2,1.0,1,3952,,,,645,645,645.0,USDA1021_00537,WSM1022_01699
cobO,cobO,Corrinoid adenosyltransferase,2,2,1.0,1,3951,,,,645,645,645.0,USDA1021_00420,WSM1022_01814
mnmC_2,mnmC_2,tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC,2,2,1.0,1,3950,,,,648,648,648.0,USDA1021_06146,WSM1022_05707
group_1557,,hypothetical protein,2,2,1.0,1,3949,,,,648,648,648.0,USDA1021_04463,WSM1022_04308
yfcG_2,yfcG_2,Disulfide-bond oxidoreductase YfcG,2,2,1.0,1,3948,,,,648,648,648.0,USDA1021_04361,WSM1022_04230
alkA,alkA,putative bifunctional transcriptional activator/DNA repair enzyme AlkA,2,2,1.0,1,3947,,,,648,648,648.0,USDA1021_02973,WSM1022_02606
trpF,trpF,N-(5'-phosphoribosyl)anthranilate isomerase,2,2,1.0,1,3946,,,,648,648,648.0,USDA1021_02229,WSM1022_03317
degU_1,degU_1,Transcriptional regulatory protein DegU,2,2,1.0,1,3945,,,,648,648,648.0,USDA1021_01707,WSM1022_00312
tatB,tatB,Sec-independent protein translocase protein TatB,2,2,1.0,1,3944,,,,648,648,648.0,USDA1021_00871,WSM1022_01322
group_1556,,hypothetical protein,2,2,1.0,1,3943,,,,648,648,648.0,USDA1021_00695,WSM1022_01552
group_1555,,hypothetical protein,2,2,1.0,1,3942,,,,648,648,648.0,USDA1021_00215,WSM1022_02025
rnhB,rnhB,Ribonuclease HII,2,2,1.0,1,3935,,,,651,651,651.0,USDA1021_05836,WSM1022_00595
group_1549,,hypothetical protein,2,2,1.0,1,3934,,,,651,651,651.0,USDA1021_04848,WSM1022_04727
group_1548,,hypothetical protein,2,2,1.0,1,3933,,,,651,651,651.0,USDA1021_04587,WSM1022_04455
ycaC_3,ycaC_3,putative hydrolase YcaC,2,2,1.0,1,3932,,,,651,651,651.0,USDA1021_04170,WSM1022_04075
group_1545,,hypothetical protein,2,2,1.0,1,3927,,,,651,651,651.0,USDA1021_03157,WSM1022_02424
rutB,rutB,Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB,2,2,1.0,1,3926,,,,651,651,651.0,USDA1021_03038,WSM1022_02543
group_1543,,hypothetical protein,2,2,1.0,1,3924,,,,651,651,651.0,USDA1021_02343,WSM1022_03206
hisH,hisH,Imidazole glycerol phosphate synthase subunit HisH,2,2,1.0,1,3923,,,,651,651,651.0,USDA1021_02203,WSM1022_03346
bepR,bepR,HTH-type transcriptional repressor BepR,2,2,1.0,1,3922,,,,651,651,651.0,USDA1021_02064,WSM1022_03487
vat_1,vat_1,Virginiamycin A acetyltransferase,2,2,1.0,1,3921,,,,651,651,651.0,USDA1021_01178,WSM1022_01023
mamZ,mamZ,Magnetosome protein MamZ,2,2,1.0,1,3920,,,,651,651,651.0,USDA1021_01026,WSM1022_01169
yecS_8,yecS_8,L-cystine transport system permease protein YecS,2,2,1.0,1,3916,,,,654,654,654.0,USDA1021_05113,WSM1022_05079
eda_2,eda_2,Putative KHG/KDPG aldolase,2,2,1.0,1,3913,,,,654,654,654.0,USDA1021_03067,WSM1022_02515
thiE_1,thiE_1,Thiamine-phosphate synthase,2,2,1.0,1,3912,,,,654,654,654.0,USDA1021_02825,WSM1022_02758
nagL_1,nagL_1,Maleylpyruvate isomerase,2,2,1.0,1,3911,,,,654,654,654.0,USDA1021_02667,WSM1022_02926
tal,tal,Transaldolase,2,2,1.0,1,3910,,,,654,654,654.0,USDA1021_02502,WSM1022_03034
msrA,msrA,Peptide methionine sulfoxide reductase MsrA,2,2,1.0,1,3909,,,,654,654,654.0,USDA1021_02045,WSM1022_03507
engB,engB,putative GTP-binding protein EngB,2,2,1.0,1,3908,,,,654,654,654.0,USDA1021_01809,WSM1022_00212
group_1538,,hypothetical protein,2,2,1.0,1,3907,,,,657,657,657.0,USDA1021_05925,WSM1022_05538
group_1537,,hypothetical protein,2,2,1.0,1,3906,,,,657,657,657.0,USDA1021_05718,WSM1022_00501
group_1536,,hypothetical protein,2,2,1.0,1,3905,,,,657,657,657.0,USDA1021_05039,WSM1022_03591
tsaB,tsaB,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB,2,2,1.0,1,3901,,,,657,657,657.0,USDA1021_01848,WSM1022_00171
lexA_2,lexA_2,LexA repressor,2,2,1.0,1,3900,,,,657,657,657.0,USDA1021_01732,WSM1022_00288
group_1533,,hypothetical protein,2,2,1.0,1,3899,,,,657,657,657.0,USDA1021_01580,WSM1022_00685
yedJ,yedJ,putative protein YedJ,2,2,1.0,1,3898,,,,657,657,657.0,USDA1021_01325,WSM1022_00878
mobA,mobA,Molybdenum cofactor guanylyltransferase,2,2,1.0,1,3897,,,,657,657,657.0,USDA1021_00511,WSM1022_01728
artQ,artQ,Arginine transport system permease protein ArtQ,2,2,1.0,1,3893,,,,660,660,660.0,USDA1021_06585,WSM1022_06141
pphA,pphA,Serine/threonine-protein phosphatase 1,2,2,1.0,1,3892,,,,660,660,660.0,USDA1021_06425,WSM1022_05983
group_1530,,hypothetical protein,2,2,1.0,1,3891,,,,660,660,660.0,USDA1021_06415,WSM1022_05973
group_1529,,Peroxiredoxin,2,2,1.0,1,3890,,,,660,660,660.0,USDA1021_06226,WSM1022_05786
degU_3,degU_3,Transcriptional regulatory protein DegU,2,2,1.0,1,3889,,,,660,660,660.0,USDA1021_05941,WSM1022_05554
ccmB,ccmB,Heme exporter protein B,2,2,1.0,1,3887,,,,660,660,660.0,USDA1021_02362,WSM1022_03185
group_1528,,Pyridoxal phosphate homeostasis protein,2,2,1.0,1,3886,,,,660,660,660.0,USDA1021_02266,WSM1022_03280
gmk,gmk,Guanylate kinase,2,2,1.0,1,3885,,,,660,660,660.0,USDA1021_01269,WSM1022_00934
group_1527,,hypothetical protein,2,2,1.0,1,3884,,,,660,660,660.0,USDA1021_01016,WSM1022_01179
hyuA_1,hyuA_1,Hydantoin racemase,2,2,1.0,1,3883,,,,660,660,660.0,USDA1021_00208,WSM1022_02032
nthB,nthB,Nitrile hydratase subunit beta,2,2,1.0,1,3882,,,,660,660,660.0,USDA1021_00178,WSM1022_02060
glnP_2,glnP_2,Glutamine transport system permease protein GlnP,2,2,1.0,1,3879,,,,663,663,663.0,USDA1021_06586,WSM1022_06142
paoA_3,paoA_3,Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA,2,2,1.0,1,3878,,,,663,663,663.0,USDA1021_06392,WSM1022_05950
nicS_3,nicS_3,HTH-type transcriptional repressor NicS,2,2,1.0,1,3877,,,,663,663,663.0,USDA1021_05341,WSM1022_05307
osmW,osmW,Osmoprotectant import permease protein OsmW,2,2,1.0,1,3876,,,,663,663,663.0,USDA1021_04376,WSM1022_04245
chpT,chpT,Protein phosphotransferase ChpT,2,2,1.0,1,3874,,,,663,663,663.0,USDA1021_02887,WSM1022_02695
group_1523,,hypothetical protein,2,2,1.0,1,3873,,,,663,663,663.0,USDA1021_02402,WSM1022_03145
hdlIVa,hdl IVa,(S)-2-haloacid dehalogenase 4A,2,2,1.0,1,3872,,,,663,663,663.0,USDA1021_01537,WSM1022_00750
group_1522,,hypothetical protein,2,2,1.0,1,3871,,,,663,663,663.0,USDA1021_01516,WSM1022_00770
purN_2,purN_2,Phosphoribosylglycinamide formyltransferase,2,2,1.0,1,3870,,,,663,663,663.0,USDA1021_01234,WSM1022_00969
group_1521,,Chloramphenicol 3-O phosphotransferase,2,2,1.0,1,3869,,,,663,663,663.0,USDA1021_00386,WSM1022_01847
group_1519,,hypothetical protein,2,2,1.0,1,3867,,,,666,666,666.0,USDA1021_05336,WSM1022_05302
group_1518,,hypothetical protein,2,2,1.0,1,3866,,,,666,666,666.0,USDA1021_05159,WSM1022_05125
yecS_9,yecS_9,L-cystine transport system permease protein YecS,2,2,1.0,1,3865,,,,666,666,666.0,USDA1021_05114,WSM1022_05080
metI,metI,D-methionine transport system permease protein MetI,2,2,1.0,1,3863,,,,666,666,666.0,USDA1021_02716,WSM1022_02878
group_1517,,hypothetical protein,2,2,1.0,1,3862,,,,666,666,666.0,USDA1021_01760,WSM1022_00260
group_1516,,hypothetical protein,2,2,1.0,1,3861,,,,666,666,666.0,USDA1021_01070,WSM1022_01126
gph_2,gph_2,Phosphoglycolate phosphatase,2,2,1.0,1,3860,,,,666,666,666.0,USDA1021_01020,WSM1022_01175
group_1515,,hypothetical protein,2,2,1.0,1,3859,,,,666,666,666.0,USDA1021_00740,WSM1022_01452
group_1514,,hypothetical protein,2,2,1.0,1,3858,,,,666,666,666.0,USDA1021_00670,WSM1022_01578
COQ5_2,COQ5_2,2-methoxy-6-polyprenyl-14-benzoquinol methylase mitochondrial,2,2,1.0,1,3857,,,,666,666,666.0,USDA1021_00085,WSM1022_02153
group_1512,,hypothetical protein,2,2,1.0,1,3855,,,,669,669,669.0,USDA1021_06215,WSM1022_05774
group_1511,,hypothetical protein,2,2,1.0,1,3854,,,,669,669,669.0,USDA1021_06195,WSM1022_05754
glnP_1,glnP_1,Glutamine transport system permease protein GlnP,2,2,1.0,1,3853,,,,669,669,669.0,USDA1021_04991,WSM1022_03644
group_1510,,hypothetical protein,2,2,1.0,1,3852,,,,669,669,669.0,USDA1021_04330,WSM1022_04199
hadL,hadL,(S)-2-haloacid dehalogenase,2,2,1.0,1,3850,,,,669,669,669.0,USDA1021_04153,WSM1022_04058
yieH_2,yieH_2,6-phosphogluconate phosphatase,2,2,1.0,1,3844,,,,669,669,669.0,USDA1021_03190,WSM1022_02392
yecD,yecD,Isochorismatase family protein YecD,2,2,1.0,1,3843,,,,669,669,669.0,USDA1021_03032,WSM1022_02549
group_1507,,hypothetical protein,2,2,1.0,1,3842,,,,669,669,669.0,USDA1021_02175,WSM1022_03375
