MtrunA17r5.0-ANR gene ID	Noble reannotated genome transcript ID
MtrunA17_Chr7g0271301	Medtr7g111460.1
MtrunA17_Chr4g0035161	Medtr4g070420.1
MtrunA17_Chr4g0068621	Medtr4g122640.1
MtrunA17_Chr2g0322701	Medtr2g088450.11
MtrunA17_Chr5g0428091	Medtr5g067240.1
MtrunA17_Chr1g0209281	Medtr1g109660.1
MtrunA17_Chr3g0116931	Medtr3g076920.1
MtrunA17_Chr2g0317091	Medtr2g078870.1
MtrunA17_Chr4g0062251	Medtr4g112430.1
MtrunA17_Chr3g0101861	MT35v5_contig_238475_1.1
MtrunA17_Chr7g0216761	Medtr7g009570.1
MtrunA17_Chr3g0134251	Medtr6g051405.1
MtrunA17_Chr7g0225631	Medtr7g029385.1
MtrunA17_Chr8g0363381	Medtr0070s0040.1
MtrunA17_Chr5g0417171	Medtr5g040700.1
MtrunA17_Chr2g0316391	Medtr2g078200.1
MtrunA17_Chr7g0259731	Medtr7g094770.1
MtrunA17_Chr8g0337451	Medtr8g009980.1
MtrunA17_Chr1g0165141	Medtr1g038890.1
MtrunA17_Chr3g0118881	Medtr3g079620.1
MtrunA17_Chr4g0028141	Medtr4g057340.1
MtrunA17_Chr7g0215061	Medtr7g407130.1
MtrunA17_Chr7g0233741	MT4Noble_005252.1
MtrunA17_Chr1g0166381	Medtr1g041395.2
MtrunA17_Chr7g0259901	Medtr7g095000.1
MtrunA17_Chr2g0285201	Medtr2g018340.1
MtrunA17_Chr5g0395411	Medtr5g007630.1
MtrunA17_Chr6g0461171	Medtr6g028070.1
MtrunA17_Chr2g0325811	Medtr2g091370.1
MtrunA17_Chr5g0403161	Medtr5g018720.1
MtrunA17_Chr5g0405341	Medtr5g021920.1
MtrunA17_Chr7g0269941	Medtr7g109480.1
MtrunA17_Chr1g0189721	Medtr1g079370.1
MtrunA17_Chr4g0069211	Medtr4g123850.1
MtrunA17_Chr3g0085271	MT35v5_contig_60222_2.1
MtrunA17_Chr2g0324011	MT35v5_Medtr1g030470.1
MtrunA17_Chr8g0365891	Medtr8g065010.1
MtrunA17_Chr5g0430201	Medtr5g071060.1
MtrunA17_Chr1g0207801	Medtr1g107235.1
MtrunA17_Chr5g0433891	Medtr5g077040.1
MtrunA17_Chr4g0008901	Medtr4g020040.1
MtrunA17_Chr6g0467591	Medtr6g044740.1
MtrunA17_Chr1g0193611	Medtr1g085430.1
MtrunA17_Chr6g0469111	Medtr0057s0100.1
MtrunA17_Chr5g0396441	Medtr5g009010.1
MtrunA17_Chr6g0471851	MT4Noble_015828.1
MtrunA17_Chr7g0236441	Medtr7g056557.1
MtrunA17_Chr4g0056641	Medtr4g101820.1
MtrunA17_Chr6g0475611	Medtr6g463330.1
MtrunA17_Chr6g0484611	Medtr6g084590.1
MtrunA17_Chr5g0396941	Medtr5g009660.1
MtrunA17_Chr7g0225401	Medtr0268s0080.1
MtrunA17_Chr5g0396031	Medtr5g008280.1
MtrunA17_Chr3g0103331	Medtr3g461520.1
MtrunA17_Chr6g0476771	MT35v5_Medtr4g014870.1
MtrunA17_Chr6g0477111	Medtr6g064980.1
MtrunA17_Chr1g0160231	Medtr1g030660.1
MtrunA17_Chr1g0177091	Medtr1g056530.1
MtrunA17_Chr6g0486201	Medtr0428s0010.1
MtrunA17_Chr3g0087401	Medtr3g026950.1
MtrunA17_Chr2g0307081	Medtr0011s0330.1
MtrunA17_Chr8g0386281	Medtr8g096810.1
MtrunA17_Chr8g0392031	Medtr8g105810.1
MtrunA17_Chr1g0207311	Medtr1g106470.1
MtrunA17_Chr1g0177381	Medtr1g057010.1
MtrunA17_Chr4g0022521	Medtr4g046043.1
MtrunA17_Chr6g0477141	MT35v5_Medtr6g065090.1
MtrunA17_Chr8g0377581	Medtr8g097140.1
MtrunA17_Chr3g0115211	Medtr3g073320.1
MtrunA17_Chr1g0177191	Medtr1g056710.1
MtrunA17_Chr2g0277011	Medtr2g005620.1
MtrunA17_Chr6g0459731	Medtr6g024090.1
MtrunA17_Chr8g0338771	Medtr8g011730.1
MtrunA17_Chr4g0040041	Medtr4g078150.1
MtrunA17_Chr3g0115491	Medtr3g073780.1
MtrunA17_Chr6g0479661	Medtr6g072470.1
MtrunA17_Chr8g0375641	MT35v5_contig_90027_1.1
MtrunA17_Chr2g0317121	Medtr2g078920.1
MtrunA17_Chr7g0250531	Medtr7g081700.1
MtrunA17_Chr1g0194511	Medtr1g086810.1
MtrunA17_Chr5g0394771	Medtr5g006710.1
MtrunA17_Chr2g0308191	Medtr2g461570.1
MtrunA17_Chr5g0436581	Medtr5g081920.1
MtrunA17_Chr7g0271001	Medtr7g111010.1
MtrunA17_Chr1g0201911	Medtr1g098870.1
MtrunA17_Chr1g0201521	Medtr1g098220.1
MtrunA17_Chr5g0398351	Medtr5g011310.1
MtrunA17_Chr1g0193011	Medtr1g084670.1
MtrunA17_Chr3g0084091	Medtr3g019050.1
MtrunA17_Chr3g0143281	Medtr3g114470.1
MtrunA17_Chr1g0163011	Medtr1g035330.1
MtrunA17_Chr7g0234301	Medtr7g052230.1
MtrunA17_Chr6g0488341	Medtr6g092210.1
MtrunA17_Chr2g0286881	Medtr2g020860.1
MtrunA17_Chr1g0192231	Medtr1g083420.1
MtrunA17_Chr5g0414511	Medtr5g035820.1
MtrunA17_Chr7g0225131	Medtr7g028925.1
MtrunA17_Chr8g0376201	MT35v5_contig_97125_1.1
MtrunA17_Chr7g0245471	Medtr7g074410.1
MtrunA17_Chr7g0245341	Medtr7g074170.1
MtrunA17_Chr2g0284801	Medtr2g017785.1
MtrunA17_Chr7g0254951	Medtr7g088040.1
MtrunA17_Chr3g0107611	Medtr3g467290.1
MtrunA17_Chr5g0433901	Medtr5g077070.1
MtrunA17_Chr1g0147971	Medtr1g009710.1
MtrunA17_Chr5g0412171	Medtr5g032010.1
MtrunA17_Chr2g0289391	Medtr2g025160.1
MtrunA17_Chr5g0402501	Medtr5g017790.1
MtrunA17_Chr1g0155141	Medtr1g022255.1
MtrunA17_Chr6g0476231	Medtr6g060685.1
MtrunA17_Chr7g0251951	MT4Noble_045540.1
MtrunA17_Chr3g0137621	Medtr3g106900.1
MtrunA17_Chr1g0146971	Medtr1g007990.1
MtrunA17_Chr3g0115591	Medtr3g074050.1
MtrunA17_Chr3g0094731	MT35v5_Medtr6g089170.1
MtrunA17_Chr8g0349551	Medtr8g031540.1
MtrunA17_Chr4g0029391	MT4Noble_011409.1
MtrunA17_Chr4g0065511	Medtr4g117000.1
MtrunA17_Chr4g0015151	Medtr4g033455.1
MtrunA17_Chr5g0401461	Medtr5g016070.1
MtrunA17_Chr6g0467121	Medtr6g043240.1
MtrunA17_Chr4g0050731	Medtr4g094310.1
MtrunA17_Chr4g0002171	Medtr4g007980.1
MtrunA17_Chr1g0201391	Medtr1g098140.1
MtrunA17_Chr4g0042601	Medtr4g082160.1
MtrunA17_Chr5g0448421	Medtr5g098785.1
MtrunA17_Chr1g0166821	Medtr1g042280.1
MtrunA17_Chr7g0261391	Medtr7g097060.1
MtrunA17_Chr4g0044121	Medtr7g105570.1
MtrunA17_Chr3g0099321	Medtr3g052760.1
MtrunA17_Chr8g0337181	Medtr3g082485.1
MtrunA17_Chr5g0399221	Medtr5g012600.1
MtrunA17_Chr1g0197221	Medtr1g090683.1
MtrunA17_Chr1g0164721	Medtr1g038430.1
MtrunA17_Chr4g0053691	MT35v5_contig_66109_1.1
MtrunA17_Chr5g0410781	Medtr5g029580.1
MtrunA17_Chr6g0485531	MT4Noble_028836.1
MtrunA17_Chr7g0242711	Medtr7g068940.1
MtrunA17_Chr3g0145621	Medtr3g117890.1
MtrunA17_Chr5g0410661	Medtr5g029230.1
MtrunA17_Chr3g0122121	Medtr3g084790.1
MtrunA17_Chr8g0343681	Medtr8g020280.1
MtrunA17_Chr3g0123351	Medtr3g086340.1
MtrunA17_Chr6g0452561	Medtr6g010890.1
MtrunA17_Chr7g0245231	Medtr7g074020.1
MtrunA17_Chr1g0167291	Medtr1g042360.1
MtrunA17_Chr8g0385191	Medtr8g095160.1
MtrunA17_Chr5g0415761	Medtr5g037930.1
MtrunA17_Chr3g0081811	Medtr3g013660.1
MtrunA17_Chr8g0374871	MT35v5_contig_74606_1.1
MtrunA17_Chr5g0410761	Medtr5g029510.1
MtrunA17_Chr3g0082351	Medtr3g014390.1
MtrunA17_Chr6g0478291	Medtr6g069300.1
MtrunA17_Chr3g0115401	Medtr3g073640.1
MtrunA17_Chr8g0349581	Medtr8g031540.1
MtrunA17_Chr7g0244141	MT4Noble_043060.1
MtrunA17_Chr3g0146031	Medtr3g118520.1
MtrunA17_Chr3g0095621	Medtr3g450390.1
MtrunA17_Chr1g0195501	Medtr1g088470.1
MtrunA17_Chr1g0159851	Medtr1g029930.1
MtrunA17_Chr8g0381231	Medtr8g089610.1
MtrunA17_Chr7g0264361	Medtr7g101395.1
MtrunA17_Chr4g0013581	Medtr4g030040.1
MtrunA17_Chr6g0453391	Medtr6g012590.1
MtrunA17_Chr7g0269431	Medtr7g108775.1
MtrunA17_Chr0c01g0489131	Medtr0052s0120.1
MtrunA17_Chr7g0247961	Medtr7g077970.1
MtrunA17_Chr1g0212331	Medtr1g115215.1
MtrunA17_Chr5g0397821	Medtr5g010635.1
MtrunA17_Chr8g0376431	MT35v5_contig_49553_1.1
MtrunA17_Chr4g0058081	Medtr4g104370.1
MtrunA17_Chr3g0097911	Medtr3g049350.1
MtrunA17_Chr1g0169601	Medtr1g009770.1
MtrunA17_Chr3g0117161	Medtr3g077300.1
MtrunA17_Chr3g0123201	Medtr3g086190.1
MtrunA17_Chr7g0263351	Medtr7g100120.1
MtrunA17_Chr1g0208651	Medtr1g108690.1
MtrunA17_Chr4g0046101	Medtr4g087925.1
MtrunA17_Chr2g0322311	Medtr2g087880.1
MtrunA17_Chr3g0135921	Medtr3g104660.1
MtrunA17_Chr8g0377211	Medtr8g080340.1
MtrunA17_Chr4g0057181	Medtr4g102580.1
MtrunA17_Chr3g0078351	Medtr3g007190.1
MtrunA17_Chr1g0164201	Medtr1g037340.1
MtrunA17_Chr3g0142241	Medtr3g113090.1
MtrunA17_Chr5g0438911	Medtr5g085260.1
MtrunA17_Chr5g0415931	Medtr5g038260.1
MtrunA17_Chr5g0444111	Medtr5g092720.3
MtrunA17_Chr2g0301201	Medtr7g026993.1
MtrunA17_Chr4g0073201	Medtr4g129560.1
MtrunA17_Chr3g0129091	Medtr3g094730.1
MtrunA17_Chr8g0376181	MT35v5_contig_51313_1.1
MtrunA17_Chr8g0344731	Medtr8g022330.1
MtrunA17_Chr3g0080761	Medtr3g011440.1
MtrunA17_Chr4g0054521	Medtr4g097880.1
MtrunA17_Chr2g0333791	Medtr2g104970.1
MtrunA17_Chr8g0366691	Medtr8g066952.1
MtrunA17_Chr2g0319721	Medtr2g083360.1
MtrunA17_Chr4g0058041	Medtr4g104340.1
MtrunA17_Chr5g0412731	Medtr5g033070.1
MtrunA17_Chr2g0313411	Medtr2g072080.1
MtrunA17_Chr4g0001671	Medtr5g065970.1
MtrunA17_Chr7g0240191	Medtr7g064160.1
MtrunA17_Chr8g0358301	MT35v5_contig_95678_42.1
MtrunA17_Chr4g0067861	Medtr4g120770.1
MtrunA17_Chr8g0373311	Medtr8g077600.1
MtrunA17_Chr3g0100421	Medtr3g055450.1
MtrunA17_Chr5g0423491	Medtr5g056450.1
MtrunA17_Chr6g0460831	Medtr6g027580.1
MtrunA17_Chr1g0212541	Medtr5g008160.1
MtrunA17_Chr4g0053931	Medtr4g095660.1
MtrunA17_Chr2g0319041	Medtr2g081980.1
MtrunA17_Chr5g0404611	Medtr5g020890.1
MtrunA17_Chr7g0246971	Medtr7g076600.1
MtrunA17_Chr6g0464051	Medtr6g036573.1
MtrunA17_Chr6g0467021	MT35v5_Medtr6g043020.1
MtrunA17_Chr5g0444971	Medtr5g093950.1
MtrunA17_Chr4g0025191	MT4Noble_001537.1
MtrunA17_Chr7g0223491	Medtr7g025080.1
MtrunA17_Chr1g0205041	Medtr1g103240.1
MtrunA17_Chr5g0428341	Medtr5g067690.1
MtrunA17_Chr8g0365311	Medtr2g064940.1
MtrunA17_Chr1g0177321	Medtr1g105150.1
MtrunA17_Chr5g0422801	Medtr5g054950.1
MtrunA17_Chr5g0438691	Medtr5g084860.1
MtrunA17_Chr4g0067621	Medtr4g120300.1
MtrunA17_Chr7g0270221	Medtr7g109830.1
MtrunA17_Chr8g0378731	Medtr8g085850.2
MtrunA17_Chr4g0009251	Medtr4g017740.1
MtrunA17_Chr4g0049801	Medtr4g093650.1
MtrunA17_Chr5g0396211	Medtr5g008620.1
MtrunA17_Chr4g0034181	Medtr4g068670.1
MtrunA17_Chr7g0227131	Medtr7g033405.1
MtrunA17_Chr8g0372061	Medtr8g076040.1
MtrunA17_Chr4g0073571	Medtr4g130320.1
MtrunA17_Chr8g0346901	Medtr8g027610.1
MtrunA17_Chr7g0263411	Medtr7g100380.1
MtrunA17_Chr7g0222971	Medtr7g023800.1
MtrunA17_Chr7g0271371	Medtr7g111550.1
MtrunA17_Chr4g0026731	Medtr4g054020.1
MtrunA17_Chr2g0319001	Medtr2g081930.1
MtrunA17_Chr7g0239481	Medtr7g063320.1
MtrunA17_Chr5g0409701	Medtr5g027330.1
MtrunA17_Chr2g0320981	Medtr2g084895.1
MtrunA17_Chr2g0298141	Medtr2g036890.1
MtrunA17_Chr3g0088621	MT4Noble_015489.1
MtrunA17_Chr6g0487071	Medtr6g088795.1
MtrunA17_Chr3g0137731	Medtr3g107090.1
MtrunA17_Chr3g0139391	Medtr3g109420.1
MtrunA17_Chr5g0398941	Medtr5g090850.1
MtrunA17_Chr4g0059171	Medtr4g106970.1
MtrunA17_Chr8g0386081	Medtr8g096400.1
MtrunA17_Chr1g0170841	Medtr5g035550.1
MtrunA17_Chr4g0041161	Medtr4g079960.3
MtrunA17_Chr2g0327821	Medtr2g096380.1
MtrunA17_Chr2g0333061	Medtr2g103770.1
MtrunA17_Chr2g0300421	Medtr0121s0100.1
MtrunA17_Chr3g0117941	Medtr3g078270.1
MtrunA17_Chr8g0366371	Medtr8g066480.1
MtrunA17_Chr5g0423511	Medtr5g056480.1
MtrunA17_Chr4g0009671	Medtr4g021500.1
MtrunA17_Chr4g0054351	Medtr4g097520.1
MtrunA17_Chr8g0389101	Medtr8g101390.1
MtrunA17_Chr8g0363351	Medtr0070s0070.1
MtrunA17_Chr1g0164581	Medtr3g014080.1
MtrunA17_Chr7g0273081	Medtr7g113830.1
MtrunA17_Chr5g0448231	Medtr5g098480.1
MtrunA17_Chr5g0442771	Medtr5g090970.1
MtrunA17_Chr4g0073961	Medtr4g130840.1
MtrunA17_Chr3g0095561	Medtr7g021700.1
MtrunA17_Chr4g0048181	Medtr4g091000.1
MtrunA17_Chr1g0174451	Medtr0171s0020.1
MtrunA17_Chr8g0354491	Medtr8g041990.1
MtrunA17_Chr7g0269511	Medtr7g108875.1
MtrunA17_Chr5g0444561	Medtr5g093340.1
MtrunA17_Chr8g0353621	Medtr8g040300.1
MtrunA17_Chr7g0244261	Medtr7g071990.1
MtrunA17_Chr6g0480581	Medtr6g074860.1
MtrunA17_Chr3g0091941	Medtr3g435200.1
MtrunA17_Chr7g0220931	Medtr7g018500.1
MtrunA17_Chr2g0327461	Medtr5g093180.1
MtrunA17_Chr7g0232011	Medtr7g044980.1
MtrunA17_Chr4g0048611	Medtr4g091600.1
MtrunA17_Chr8g0383511	Medtr8g092710.1
MtrunA17_Chr7g0217341	Medtr7g010670.1
MtrunA17_Chr1g0198301	Medtr1g092630.1
MtrunA17_Chr7g0260571	Medtr7g096020.1
MtrunA17_Chr6g0477631	Medtr6g065980.1
MtrunA17_Chr4g0008461	Medtr4g019360.1
MtrunA17_Chr6g0488901	Medtr6g093220.1
MtrunA17_Chr2g0312181	Medtr2g069660.1
MtrunA17_Chr3g0101201	Medtr3g056200.1
MtrunA17_Chr4g0057191	Medtr4g102610.1
MtrunA17_Chr2g0313291	Medtr1g052140.1
MtrunA17_Chr7g0235531	Medtr7g056087.1
MtrunA17_Chr4g0022141	Medtr4g065820.1
MtrunA17_Chr1g0165271	Medtr0400s0040.1
MtrunA17_Chr2g0330011	Medtr2g099710.1
MtrunA17_Chr2g0304251	Medtr2g451510.1
MtrunA17_Chr8g0390421	Medtr8g103420.1
MtrunA17_Chr4g0059201	Medtr4g107010.1
MtrunA17_Chr6g0479961	Medtr1g057730.1
MtrunA17_Chr5g0421591	Medtr5g049820.1
MtrunA17_Chr3g0081151	Medtr3g012020.1
MtrunA17_Chr8g0335471	Medtr8g006970.1
MtrunA17_Chr8g0346991	Medtr8g027685.1
MtrunA17_Chr7g0242751	Medtr7g069100.1
MtrunA17_Chr5g0417011	Medtr5g040430.1
MtrunA17_Chr8g0377091	Medtr8g080210.1
MtrunA17_Chr7g0251981	Medtr7g083790.1
MtrunA17_Chr2g0282691	Medtr2g014400.1
MtrunA17_Chr3g0134091	Medtr3g101960.1
MtrunA17_Chr7g0234831	Medtr7g053520.1
MtrunA17_Chr8g0370531	Medtr8g073720.1
MtrunA17_Chr1g0159561	Medtr1g029540.1
MtrunA17_Chr1g0210501	Medtr1g111870.1
MtrunA17_Chr5g0395821	Medtr5g008010.1
MtrunA17_Chr8g0393251	MT35Noble_044233.1
MtrunA17_Chr2g0279351	Medtr2g009150.1
MtrunA17_Chr5g0426831	MT4Noble_057140.1
MtrunA17_Chr2g0322261	Medtr2g087820.2
MtrunA17_Chr3g0100281	Medtr3g055250.1
MtrunA17_Chr1g0195311	Medtr1g088040.1
MtrunA17_Chr7g0265301	Medtr7g102780.1
MtrunA17_Chr3g0135761	Medtr3g104480.1
MtrunA17_Chr1g0192121	Medtr1g083290.1
MtrunA17_Chr3g0140091	Medtr3g110185.1
MtrunA17_Chr6g0459491	Medtr6g023805.1
MtrunA17_Chr8g0389891	Medtr8g102520.1
MtrunA17_Chr4g0064041	Medtr4g114870.1
MtrunA17_Chr8g0347671	Medtr8g028110.1
MtrunA17_Chr7g0229201	Medtr0150s0010.1
MtrunA17_Chr8g0366921	Medtr8g067650.1
MtrunA17_Chr5g0437911	Medtr5g083730.1
MtrunA17_Chr1g0200801	Medtr1g096890.1
MtrunA17_Chr4g0054961	Medtr4g098860.1
MtrunA17_Chr1g0149791	Medtr1g013110.1
MtrunA17_Chr2g0299651	Medtr2g039920.1
MtrunA17_Chr8g0366091	Medtr8g066090.1
MtrunA17_Chr4g0075001	Medtr4g132260.1
MtrunA17_Chr6g0469261	Medtr5g053340.1
MtrunA17_Chr4g0013661	Medtr4g030090.1
MtrunA17_Chr2g0334081	Medtr2g105430.1
MtrunA17_Chr7g0226381	Medtr7g031915.1
MtrunA17_Chr3g0120641	Medtr3g082420.1
MtrunA17_Chr7g0227511	Medtr7g033800.1
MtrunA17_Chr2g0316931	Medtr2g078680.1
MtrunA17_Chr3g0128471	Medtr3g093540.1
MtrunA17_Chr1g0199281	Medtr1g094210.2
MtrunA17_Chr7g0264861	Medtr7g102880.1
MtrunA17_Chr6g0457701	Medtr6g018690.1
MtrunA17_Chr3g0103091	Medtr3g061130.1
MtrunA17_Chr5g0400381	Medtr5g014210.1
MtrunA17_Chr4g0029111	Medtr4g059310.1
MtrunA17_Chr3g0090561	Medtr3g436080.1
MtrunA17_Chr5g0431731	Medtr5g073450.1
MtrunA17_Chr7g0249971	Medtr7g080935.1
MtrunA17_Chr1g0213511	Medtr1g116530.1
MtrunA17_Chr4g0055311	Medtr4g099130.1
MtrunA17_Chr8g0347021	Medtr1g013660.1
MtrunA17_Chr8g0362731	Medtr8g469360.1
MtrunA17_Chr7g0259121	Medtr7g093870.1
MtrunA17_Chr7g0223351	Medtr7g024760.1
MtrunA17_Chr1g0186801	Medtr1g074860.1
MtrunA17_Chr3g0126481	Medtr3g090990.1
MtrunA17_Chr3g0131971	Medtr3g098940.1
MtrunA17_Chr2g0280051	Medtr2g010290.1
MtrunA17_Chr3g0136321	Medtr3g105100.1
MtrunA17_Chr8g0369651	Medtr8g072000.1
MtrunA17_Chr8g0360401	Medtr8g463270.1
MtrunA17_Chr7g0219041	Medtr7g013770.1
MtrunA17_Chr3g0102761	MT35v5_contig_14744_1.1
MtrunA17_Chr2g0313581	MT35v5_contig_60149_2.1
MtrunA17_Chr1g0167311	Medtr1g042700.1
MtrunA17_Chr1g0206211	Medtr1g105585.1
MtrunA17_Chr7g0260131	Medtr7g095370.1
MtrunA17_Chr7g0270451	Medtr7g110140.1
MtrunA17_Chr2g0316021	Medtr2g076970.1
MtrunA17_Chr3g0115561	Medtr3g073990.1
MtrunA17_Chr5g0426281	Medtr5g064080.1
MtrunA17_Chr1g0169241	Medtr1g046440.1
MtrunA17_Chr4g0058131	Medtr4g104440.1
MtrunA17_Chr1g0159901	MT35v5_Medtr1g030530.1
MtrunA17_Chr8g0377391	Medtr8g080670.1
MtrunA17_Chr3g0134541	Medtr3g102710.1
MtrunA17_Chr6g0468361	Medtr6g047450.1
MtrunA17_Chr3g0120371	Medtr3g082060.1
MtrunA17_Chr5g0430631	Medtr5g071790.1
MtrunA17_Chr6g0477581	MT4Noble_039764.1
MtrunA17_Chr3g0144231	Medtr3g115990.2
MtrunA17_Chr7g0243471	Medtr7g070290.1
MtrunA17_Chr3g0087781	Medtr3g027870.1
MtrunA17_Chr1g0180061	Medtr4g044447.1
MtrunA17_Chr2g0324131	Medtr2g090235.1
MtrunA17_Chr7g0228091	Medtr7g034465.2
MtrunA17_Chr1g0151391	Medtr1g016070.1
MtrunA17_Chr4g0048061	Medtr4g090610.1
MtrunA17_Chr8g0385231	Medtr8g095235.1
MtrunA17_Chr1g0209961	Medtr1g111060.1
MtrunA17_Chr6g0457331	Medtr0082s0280.1
MtrunA17_Chr5g0445331	Medtr5g094450.1
MtrunA17_Chr1g0182221	Medtr1g067750.4
MtrunA17_Chr8g0371241	Medtr8g074870.1
MtrunA17_Chr1g0201701	Medtr1g098510.1
MtrunA17_Chr2g0291011	Medtr2g027820.1
MtrunA17_Chr8g0340031	Medtr8g013090.1
MtrunA17_Chr6g0482281	Medtr6g078850.1
MtrunA17_Chr2g0315641	Medtr2g076200.1
MtrunA17_Chr2g0317321	Medtr2g079120.1
MtrunA17_Chr1g0154891	Medtr1g022105.1
MtrunA17_Chr4g0022131	Medtr4g046807.1
MtrunA17_Chr8g0354581	Medtr8g042070.1
MtrunA17_Chr1g0164011	Medtr0006s0240.1
MtrunA17_Chr1g0147931	Medtr1g009650.1
MtrunA17_Chr4g0011881	Medtr4g025980.1
MtrunA17_Chr4g0072011	Medtr4g127620.1
MtrunA17_Chr7g0270641	MT4Noble_015209.1
MtrunA17_Chr2g0311461	Medtr2g067860.1
MtrunA17_Chr4g0076701	Medtr4g134390.1
MtrunA17_Chr3g0109981	Medtr3g064840.1
MtrunA17_Chr3g0090741	Medtr3g035600.1
MtrunA17_Chr7g0255921	Medtr7g089320.1
MtrunA17_Chr3g0106541	Medtr3g465770.1
MtrunA17_Chr1g0150941	Medtr1g015410.1
MtrunA17_Chr7g0268331	Medtr7g107240.1
MtrunA17_Chr1g0190961	Medtr1g081410.1
MtrunA17_Chr1g0162401	Medtr1g034190.1
MtrunA17_Chr2g0324141	Medtr2g090240.1
MtrunA17_Chr8g0364871	Medtr8g063380.1
MtrunA17_Chr6g0479741	Medtr6g072570.1
MtrunA17_Chr1g0148931	Medtr1g011720.1
MtrunA17_Chr6g0468621	Medtr6g047900.1
MtrunA17_Chr4g0023461	Medtr4g045657.1
MtrunA17_Chr6g0479841	Medtr6g072780.2
MtrunA17_Chr1g0159341	Medtr1g029190.1
MtrunA17_Chr2g0318941	Medtr2g081805.1
MtrunA17_Chr4g0055341	Medtr4g099160.1
MtrunA17_Chr8g0348241	MT35v5_Medtr4g051990.1
MtrunA17_Chr6g0449041	Medtr6g004200.1
MtrunA17_Chr5g0407701	Medtr5g025010.1
MtrunA17_Chr2g0313791	Medtr2g072310.1
MtrunA17_Chr5g0428961	Medtr5g068910.1
MtrunA17_Chr7g0232071	Medtr7g045290.1
MtrunA17_Chr5g0397811	Medtr5g010630.1
MtrunA17_Chr6g0451621	Medtr6g008410.1
MtrunA17_Chr4g0064431	Medtr4g115490.1
MtrunA17_Chr6g0451811	Medtr6g008650.1
MtrunA17_Chr7g0265051	Medtr7g102460.1
MtrunA17_Chr4g0059331	Medtr4g106750.1
MtrunA17_Chr5g0445671	Medtr5g094810.1
MtrunA17_Chr2g0284621	Medtr2g017630.1
MtrunA17_Chr3g0099911	Medtr3g054010.1
MtrunA17_Chr3g0097371	Medtr3g048470.1
MtrunA17_Chr8g0371721	Medtr8g075450.1
MtrunA17_Chr4g0033011	Medtr4g065960.1
MtrunA17_Chr3g0089041	Medtr3g030560.1
MtrunA17_Chr0c03g0489911	MT35v5_Medtr1g006270.1
MtrunA17_Chr5g0405591	Medtr5g022310.1
MtrunA17_Chr6g0473381	Medtr3g448620.1
MtrunA17_Chr5g0430511	Medtr5g071570.1
MtrunA17_Chr1g0160671	Medtr1g031460.1
MtrunA17_Chr2g0321041	Medtr2g084965.1
MtrunA17_Chr7g0274191	Medtr7g115240.1
MtrunA17_Chr5g0410071	Medtr5g027960.1
MtrunA17_Chr8g0343121	Medtr8g018830.1
MtrunA17_Chr1g0153431	Medtr1g019490.1
MtrunA17_Chr4g0060641	Medtr4g108650.1
MtrunA17_Chr4g0006091	Medtr4g015410.1
MtrunA17_Chr8g0358861	Medtr8g461170.1
MtrunA17_Chr8g0351611	Medtr8g036035.1
MtrunA17_Chr6g0453221	Medtr6g012220.1
MtrunA17_Chr2g0302991	Medtr2g046820.1
MtrunA17_Chr2g0290511	Medtr2g026725.1
MtrunA17_Chr5g0413401	Medtr5g034050.1
MtrunA17_Chr6g0483301	Medtr6g081320.1
MtrunA17_Chr6g0488331	Medtr6g092180.1
MtrunA17_Chr4g0002121	Medtr4g007910.1
MtrunA17_Chr8g0383591	Medtr8g092460.1
MtrunA17_Chr3g0104661	Medtr3g463730.1
MtrunA17_Chr4g0057371	Medtr4g102900.1
MtrunA17_Chr4g0044541	Medtr4g085540.1
MtrunA17_Chr2g0333281	Medtr2g104110.1
MtrunA17_Chr1g0152101	Medtr1g017300.1
MtrunA17_Chr4g0037751	Medtr4g074290.1
MtrunA17_Chr2g0284241	Medtr2g016690.1
MtrunA17_Chr5g0440011	Medtr5g086810.1
MtrunA17_Chr2g0312971	Medtr2g070540.1
MtrunA17_Chr4g0013561	Medtr4g030070.1
MtrunA17_Chr4g0070801	Medtr4g125720.1
MtrunA17_Chr8g0335731	Medtr8g007185.1
MtrunA17_Chr7g0272561	Medtr7g113100.1
MtrunA17_Chr1g0154931	Medtr1g022115.1
MtrunA17_Chr5g0414821	Medtr5g036360.1
MtrunA17_Chr8g0368781	Medtr8g069990.1
MtrunA17_Chr3g0122561	Medtr3g085420.1
MtrunA17_Chr1g0209221	Medtr1g109590.1
MtrunA17_Chr8g0365381	Medtr8g064530.1
MtrunA17_Chr4g0000841	Medtr4g006180.1
MtrunA17_Chr4g0044311	Medtr0113s0060.1
MtrunA17_Chr8g0362561	Medtr8g468980.1
MtrunA17_Chr4g0070581	Medtr4g125480.1
MtrunA17_Chr6g0481161	Medtr0419s0050.1
MtrunA17_Chr3g0137671	Medtr3g106960.1
MtrunA17_Chr8g0357731	Medtr2g084620.1
MtrunA17_Chr1g0166191	Medtr1g041085.1
MtrunA17_Chr8g0352451	Medtr8g037810.1
MtrunA17_Chr5g0407911	Medtr5g025190.1
MtrunA17_Chr2g0329631	Medtr2g099155.2
MtrunA17_Chr5g0405071	Medtr5g021500.1
MtrunA17_Chr8g0343751	Medtr8g020400.1
MtrunA17_Chr4g0056131	Medtr4g100880.1
MtrunA17_Chr3g0142851	Medtr3g113660.1
