locus_tag	ftype	length_bp	gene	EC_number	COG	product
USDA1021_02399	CDS	1077	iolG_6	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
USDA1021_02400	CDS	831				hypothetical protein
USDA1021_02401	CDS	810	bpoC	1.11.1.18	COG0596	Putative non-heme bromoperoxidase BpoC
USDA1021_02402	CDS	663				hypothetical protein
USDA1021_02403	CDS	2646				hypothetical protein
USDA1021_02404	CDS	1356	amtB			Ammonia channel
USDA1021_02405	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
USDA1021_02406	CDS	885	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
USDA1021_02407	CDS	1227	ubiL_2	1.14.13.-	COG0654	Ubiquinone hydroxylase UbiL
USDA1021_02408	CDS	1164			COG3385	IS4 family transposase ISRm16
USDA1021_02409	CDS	201				hypothetical protein
USDA1021_02410	CDS	681	lon2	3.4.21.53	COG0466	Lon protease 2
USDA1021_02411	CDS	993				hypothetical protein
USDA1021_02412	CDS	510	proX		COG3760	Prolyl-tRNA editing protein ProX
USDA1021_02413	tRNA	75				tRNA-Gly(gcc)
USDA1021_02414	CDS	990	yjiA_1	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
USDA1021_02415	CDS	1017	galM	5.1.3.3	COG2017	Aldose 1-epimerase
USDA1021_02416	CDS	996	metAA	2.3.1.31	COG1897	Homoserine O-acetyltransferase
USDA1021_02417	CDS	315				hypothetical protein
USDA1021_02418	CDS	381	rutC	1.-.-.-		Putative aminoacrylate peracid reductase RutC
USDA1021_02419	CDS	606	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
USDA1021_02420	CDS	252				hypothetical protein
USDA1021_02421	CDS	903	mcl2	3.1.2.30	COG2301	(3S)-malyl-CoA thioesterase
USDA1021_02422	CDS	207				hypothetical protein
USDA1021_02423	CDS	435				hypothetical protein
USDA1021_02424	CDS	954				hypothetical protein
USDA1021_02425	CDS	1416	imuB_1			Protein ImuB
USDA1021_02426	CDS	3351	dnaE2_1	2.7.7.7		Error-prone DNA polymerase
USDA1021_02427	CDS	312				hypothetical protein
USDA1021_02428	CDS	486	bfr	1.16.3.1	COG2193	Bacterioferritin
USDA1021_02429	CDS	528	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
USDA1021_02430	CDS	1203				hypothetical protein
USDA1021_02431	CDS	1323		3.4.21.-		putative CtpA-like serine protease
USDA1021_02432	CDS	1410				hypothetical protein
USDA1021_02433	CDS	483	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
USDA1021_02434	CDS	492	rsfS			Ribosomal silencing factor RsfS
USDA1021_02435	CDS	567	nadD	2.7.7.18		nicotinate-nucleotide adenylyltransferase
USDA1021_02436	CDS	1284	proA	1.2.1.41		Gamma-glutamyl phosphate reductase
USDA1021_02437	CDS	1182	proB	2.7.2.11		Glutamate 5-kinase
USDA1021_02438	CDS	1011	cgtA	3.6.5.-		GTPase Obg/CgtA
USDA1021_02439	CDS	588				hypothetical protein
USDA1021_02440	tRNA	98				tRNA-Ile(aat)
USDA1021_02441	CDS	270	rpmA		COG0211	50S ribosomal protein L27
USDA1021_02442	CDS	372	rplU		COG0261	50S ribosomal protein L21
USDA1021_02443	tRNA	90				tRNA-Ser(cga)
USDA1021_02444	CDS	825				hypothetical protein
USDA1021_02445	CDS	504				hypothetical protein
USDA1021_02446	CDS	162				hypothetical protein
USDA1021_02447	CDS	1308	cnbH_2	3.5.99.5		2-amino-5-chloromuconic acid deaminase
USDA1021_02448	CDS	222				hypothetical protein
USDA1021_02449	CDS	1077				hypothetical protein
USDA1021_02450	CDS	489				hypothetical protein
USDA1021_02451	CDS	1827	typA		COG1217	GTP-binding protein TypA/BipA
USDA1021_02452	CDS	507				hypothetical protein
USDA1021_02453	CDS	603				hypothetical protein
USDA1021_02454	CDS	534	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
USDA1021_02455	CDS	294				hypothetical protein
USDA1021_02456	CDS	1248	entS_2		COG0477	Enterobactin exporter EntS
USDA1021_02457	CDS	147				hypothetical protein
USDA1021_02458	CDS	759				hypothetical protein
USDA1021_02459	CDS	480				hypothetical protein
USDA1021_02460	CDS	1638				hypothetical protein
USDA1021_02461	CDS	1317				hypothetical protein
USDA1021_02462	CDS	708				hypothetical protein
USDA1021_02463	CDS	930	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
USDA1021_02464	CDS	1098	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
USDA1021_02465	CDS	1002	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
USDA1021_02466	CDS	294	yciI		COG2350	Protein YciI
USDA1021_02467	CDS	432				hypothetical protein
USDA1021_02468	CDS	720				hypothetical protein
USDA1021_02469	CDS	621				hypothetical protein
USDA1021_02470	CDS	393	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
USDA1021_02471	CDS	381				hypothetical protein
USDA1021_02472	CDS	1842	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
USDA1021_02473	CDS	780	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
USDA1021_02474	CDS	597	msrA2	1.8.4.11		Peptide methionine sulfoxide reductase MsrA 2
USDA1021_02475	CDS	642				hypothetical protein
USDA1021_02476	CDS	1101	iolG_7	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
USDA1021_02477	CDS	1206	nagC_2		COG1940	N-acetylglucosamine repressor
USDA1021_02478	CDS	1302	melE		COG1653	Melibiose/raffinose/stachyose-binding protein MelE
USDA1021_02479	CDS	939	melD_3		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
USDA1021_02480	CDS	849	ngcG_5		COG0395	Diacetylchitobiose uptake system permease protein NgcG
USDA1021_02481	CDS	1071	ugpC_4	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
USDA1021_02482	CDS	540				hypothetical protein
USDA1021_02483	CDS	243				hypothetical protein
USDA1021_02484	CDS	300				hypothetical protein
USDA1021_02485	CDS	1155	zapE		COG1485	Cell division protein ZapE
USDA1021_02486	CDS	963	mdh_2	1.1.1.37		Malate dehydrogenase
USDA1021_02487	CDS	1197	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
USDA1021_02488	CDS	903	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
USDA1021_02489	CDS	2997	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
USDA1021_02490	CDS	1254	sucB_1	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
USDA1021_02491	CDS	645	rhtC_2		COG1280	Threonine efflux protein
USDA1021_02492	CDS	501				hypothetical protein
USDA1021_02493	CDS	753	ygfF	1.-.-.-		putative oxidoreductase YgfF
USDA1021_02494	CDS	1407	lpd3	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase 3
USDA1021_02495	CDS	1077				hypothetical protein
USDA1021_02496	CDS	993	xerC_3		COG4973	Tyrosine recombinase XerC
USDA1021_02497	CDS	924				hypothetical protein
USDA1021_02498	CDS	1137				hypothetical protein
USDA1021_02499	CDS	1170				hypothetical protein
USDA1021_02500	CDS	891				hypothetical protein
USDA1021_02501	CDS	1530				hypothetical protein
USDA1021_02502	CDS	654	tal	2.2.1.2	COG0176	Transaldolase
USDA1021_02503	CDS	2205	priA	3.6.4.-	COG1198	Primosomal protein N'
USDA1021_02504	CDS	387				hypothetical protein
USDA1021_02505	CDS	567	atpH		COG0712	ATP synthase subunit delta
USDA1021_02506	CDS	1530	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
USDA1021_02507	CDS	885	atpG		COG0224	ATP synthase gamma chain
USDA1021_02508	CDS	1515	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
USDA1021_02509	CDS	405	atpC		COG0355	ATP synthase epsilon chain
USDA1021_02510	CDS	1104	lysDH	1.4.1.18		Lysine 6-dehydrogenase
USDA1021_02511	CDS	432	lrp_3		COG1522	Leucine-responsive regulatory protein
USDA1021_02512	CDS	885				hypothetical protein
USDA1021_02513	CDS	855	mntB_1			Manganese transport system membrane protein MntB
USDA1021_02514	CDS	858	mntB_2			Manganese transport system membrane protein MntB
USDA1021_02515	CDS	936	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
USDA1021_02516	CDS	906			COG0803	putative periplasmic iron-binding protein
USDA1021_02517	CDS	429	fur		COG0735	Ferric uptake regulation protein
USDA1021_02518	CDS	906	yedA			putative inner membrane transporter YedA
USDA1021_02519	CDS	1485	uacT_1		COG2233	Uric acid transporter UacT
USDA1021_02520	CDS	1473	uacT_2		COG2233	Uric acid transporter UacT
USDA1021_02521	CDS	1725				hypothetical protein
USDA1021_02522	CDS	420				hypothetical protein
USDA1021_02523	CDS	822	dasC_1		COG0395	Diacetylchitobiose uptake system permease protein DasC
USDA1021_02524	CDS	867	ngcF		COG1175	Diacetylchitobiose uptake system permease protein NgcF
USDA1021_02525	CDS	1071	msmX_1	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
USDA1021_02526	CDS	1071	ugpC_5	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
USDA1021_02527	CDS	1512	eryB_2	1.1.1.402	COG0578	D-erythritol 1-phosphate dehydrogenase
USDA1021_02528	CDS	765	glpR_3		COG1349	Glycerol-3-phosphate regulon repressor
USDA1021_02529	CDS	771	fabG_7	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase
USDA1021_02530	CDS	897	cynR_1			HTH-type transcriptional regulator CynR
USDA1021_02531	CDS	480	hndA	1.12.1.3	COG1905	NADP-reducing hydrogenase subunit HndA
USDA1021_02532	CDS	1557				hypothetical protein
USDA1021_02533	CDS	264				hypothetical protein
USDA1021_02534	CDS	2880		1.17.1.9		Putative formate dehydrogenase
USDA1021_02535	CDS	873	fdhD		COG1526	Sulfur carrier protein FdhD
USDA1021_02536	CDS	234				hypothetical protein
USDA1021_02537	CDS	1782	bdlA		COG0840	Biofilm dispersion protein BdlA
USDA1021_02538	CDS	480	cheW_2		COG0835	Chemotaxis protein CheW
USDA1021_02539	CDS	924	arcA_1	3.5.3.1		Arginase
USDA1021_02540	CDS	435				hypothetical protein
USDA1021_02541	CDS	480				hypothetical protein
USDA1021_02542	CDS	786	neo	2.7.1.95		Aminoglycoside 3'-phosphotransferase
USDA1021_02543	CDS	369				hypothetical protein
USDA1021_02544	CDS	5610				hypothetical protein
USDA1021_02545	CDS	1914	bamA_2			Outer membrane protein assembly factor BamA
USDA1021_02546	CDS	876	dhaA	3.8.1.5		Haloalkane dehalogenase
USDA1021_02547	CDS	1773				hypothetical protein
USDA1021_02548	CDS	252				hypothetical protein
USDA1021_02549	CDS	489	cutS	1.2.5.3		Carbon monoxide dehydrogenase small chain
USDA1021_02550	CDS	2346	cutL	1.2.5.3		Carbon monoxide dehydrogenase large chain
USDA1021_02551	CDS	798	cutM_1	1.2.5.3		Carbon monoxide dehydrogenase medium chain
USDA1021_02552	CDS	1215	hemA_1	2.3.1.37	COG0156	5-aminolevulinate synthase
USDA1021_02553	CDS	1176	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
USDA1021_02554	CDS	726				hypothetical protein
USDA1021_02555	CDS	723				hypothetical protein
USDA1021_02556	CDS	168				hypothetical protein
USDA1021_02557	CDS	1191	cya_1		COG2931	Bifunctional hemolysin/adenylate cyclase
USDA1021_02558	CDS	159				hypothetical protein
USDA1021_02559	CDS	1203	xerC_4			Tyrosine recombinase XerC
USDA1021_02560	CDS	231				hypothetical protein
USDA1021_02561	CDS	576				hypothetical protein
USDA1021_02562	CDS	936				hypothetical protein
USDA1021_02563	CDS	345				hypothetical protein
USDA1021_02564	CDS	480				Single-stranded DNA-binding protein
USDA1021_02565	CDS	681				hypothetical protein
USDA1021_02566	CDS	192				hypothetical protein
USDA1021_02567	CDS	189				hypothetical protein
USDA1021_02568	CDS	642				hypothetical protein
USDA1021_02569	CDS	285				hypothetical protein
USDA1021_02570	CDS	498				hypothetical protein
USDA1021_02571	CDS	108				hypothetical protein
USDA1021_02572	CDS	408				hypothetical protein
USDA1021_02573	CDS	510				hypothetical protein
USDA1021_02574	CDS	351				hypothetical protein
USDA1021_02575	CDS	1254				hypothetical protein
USDA1021_02576	CDS	2031				hypothetical protein
USDA1021_02577	CDS	795				hypothetical protein
USDA1021_02578	CDS	747				hypothetical protein
USDA1021_02579	CDS	642				hypothetical protein
USDA1021_02580	CDS	2043				hypothetical protein
USDA1021_02581	CDS	237				hypothetical protein
USDA1021_02582	CDS	1725				hypothetical protein
USDA1021_02583	CDS	906				hypothetical protein
USDA1021_02584	CDS	543				hypothetical protein
USDA1021_02585	CDS	357				hypothetical protein
USDA1021_02586	CDS	1032				hypothetical protein
USDA1021_02587	CDS	399				hypothetical protein
USDA1021_02588	CDS	327				hypothetical protein
USDA1021_02589	CDS	297				hypothetical protein
USDA1021_02590	CDS	465				hypothetical protein
USDA1021_02591	CDS	411				hypothetical protein
USDA1021_02592	CDS	402				hypothetical protein
USDA1021_02593	CDS	192				hypothetical protein
USDA1021_02594	CDS	165				hypothetical protein
USDA1021_02595	CDS	1872				hypothetical protein
USDA1021_02596	CDS	651				hypothetical protein
USDA1021_02597	CDS	591				hypothetical protein
USDA1021_02598	CDS	273				hypothetical protein
USDA1021_02599	CDS	405				hypothetical protein
USDA1021_02600	CDS	2754				hypothetical protein
USDA1021_02601	CDS	1515				hypothetical protein
USDA1021_02602	CDS	2025				hypothetical protein
USDA1021_02603	CDS	138				hypothetical protein
USDA1021_02604	CDS	969				hypothetical protein
USDA1021_02605	CDS	294				hypothetical protein
USDA1021_02606	CDS	366				hypothetical protein
USDA1021_02607	CDS	180				hypothetical protein
USDA1021_02608	CDS	1167	resA_1			Thiol-disulfide oxidoreductase ResA
USDA1021_02609	CDS	765				hypothetical protein
USDA1021_02610	CDS	363				hypothetical protein
USDA1021_02611	CDS	564				hypothetical protein
USDA1021_02612	CDS	951				hypothetical protein
USDA1021_02613	CDS	234				IS21 family transposase ISPve1
USDA1021_02614	CDS	510				hypothetical protein
USDA1021_02615	CDS	681				hypothetical protein
USDA1021_02616	tRNA	77				tRNA-Arg(cct)
USDA1021_02617	CDS	897	mak	2.7.1.4	COG1940	Fructokinase
USDA1021_02618	CDS	495				hypothetical protein
USDA1021_02619	CDS	1158		5.1.3.11		Cellobiose 2-epimerase
USDA1021_02620	CDS	3774	metH_2	2.1.1.13	COG0646	Methionine synthase
USDA1021_02621	CDS	1197				IS256 family transposase ISRm5
USDA1021_02622	CDS	1596	alkJ_2	1.1.99.-		Alcohol dehydrogenase [acceptor]
USDA1021_02623	CDS	993				hypothetical protein
USDA1021_02624	CDS	882	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
USDA1021_02625	CDS	702	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
USDA1021_02626	CDS	750	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
USDA1021_02627	CDS	1206				hypothetical protein
USDA1021_02628	CDS	948	gcvA_3			Glycine cleavage system transcriptional activator
USDA1021_02629	rRNA	1482				16S ribosomal RNA
USDA1021_02630	tRNA	77				tRNA-Ile(gat)
USDA1021_02631	tRNA	76				tRNA-Ala(tgc)
USDA1021_02632	rRNA	2853				23S ribosomal RNA
USDA1021_02633	rRNA	108				5S ribosomal RNA
USDA1021_02634	tRNA	77				tRNA-Met(cat)
USDA1021_02635	CDS	948	eryD_2		COG2390	Erythritol catabolism regulatory protein EryD
USDA1021_02636	CDS	1629	dppA_3		COG0747	Periplasmic dipeptide transport protein
USDA1021_02637	CDS	1014	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
USDA1021_02638	CDS	999	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
USDA1021_02639	CDS	927	gsiC_3		COG0601	Glutathione transport system permease protein GsiC
USDA1021_02640	CDS	882	gsiD_2		COG1173	Glutathione transport system permease protein GsiD
USDA1021_02641	CDS	768	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
USDA1021_02642	CDS	909				hypothetical protein
USDA1021_02643	CDS	828	fliY_2		COG0834	L-cystine-binding protein FliY
USDA1021_02644	CDS	1281	puuB_2	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
USDA1021_02645	CDS	972				hypothetical protein
USDA1021_02646	CDS	882	ribN_4			Riboflavin transporter
USDA1021_02647	CDS	756	glnQ_2			Glutamine transport ATP-binding protein GlnQ
USDA1021_02648	CDS	246				hypothetical protein
USDA1021_02649	CDS	462				hypothetical protein
USDA1021_02650	CDS	813	frlD	2.7.1.218	COG0524	Fructoselysine 6-kinase
USDA1021_02651	CDS	1014	frlB	3.5.-.-	COG2222	Fructosamine deglycase FrlB
USDA1021_02652	CDS	732	gamR_1			HTH-type transcriptional repressor GamR
USDA1021_02653	CDS	1995				hypothetical protein
USDA1021_02654	CDS	1044				hypothetical protein
USDA1021_02655	CDS	1200				hypothetical protein
USDA1021_02656	CDS	495				hypothetical protein
USDA1021_02657	CDS	1353	prsE_2			Type I secretion system membrane fusion protein PrsE
USDA1021_02658	CDS	2088	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
USDA1021_02659	CDS	2055				hypothetical protein
USDA1021_02660	CDS	552				hypothetical protein
USDA1021_02661	CDS	789	malT_1			HTH-type transcriptional regulator MalT
USDA1021_02662	CDS	1113	hpd	1.13.11.27		4-hydroxyphenylpyruvate dioxygenase
USDA1021_02663	CDS	480	lrp_4		COG1522	Leucine-responsive regulatory protein
USDA1021_02664	CDS	447				hypothetical protein
USDA1021_02665	CDS	1362	hmgA	1.13.11.5	COG3508	Homogentisate 1,2-dioxygenase
USDA1021_02666	CDS	1017				hypothetical protein
USDA1021_02667	CDS	654	nagL_1	5.2.1.4		Maleylpyruvate isomerase
USDA1021_02668	CDS	885	purU_2	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
USDA1021_02669	CDS	1395	lpdV	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
USDA1021_02670	CDS	1281	bkdB	2.3.1.168	COG0508	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex
USDA1021_02671	CDS	1014	bkdA2	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
USDA1021_02672	CDS	1233	bkdA1	1.2.4.4	COG1071	2-oxoisovalerate dehydrogenase subunit alpha
USDA1021_02673	CDS	123				hypothetical protein
USDA1021_02674	CDS	1332	soxB_2	1.5.3.1		Sarcosine oxidase subunit beta
USDA1021_02675	CDS	528				hypothetical protein
USDA1021_02676	CDS	1074	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
USDA1021_02677	CDS	693	modB		COG4149	Molybdenum transport system permease protein ModB
USDA1021_02678	CDS	786	modA		COG0725	Molybdate-binding protein ModA
USDA1021_02679	CDS	726	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
USDA1021_02680	CDS	771				hypothetical protein
USDA1021_02681	CDS	1281				hypothetical protein
USDA1021_02682	CDS	633	cobH	5.4.99.61		Precorrin-8X methylmutase
USDA1021_02683	CDS	756	cobI	2.1.1.130		Precorrin-2 C(20)-methyltransferase
USDA1021_02684	CDS	765	cobJ	2.1.1.131		Precorrin-3B C(17)-methyltransferase
USDA1021_02685	CDS	801	cobK	1.3.1.54		Precorrin-6A reductase
USDA1021_02686	CDS	1191	cobL	2.1.1.132		Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]
USDA1021_02687	CDS	759	cobM	2.1.1.133		Precorrin-4 C(11)-methyltransferase
USDA1021_02688	CDS	933	dmlR_3			HTH-type transcriptional regulator DmlR
USDA1021_02689	CDS	813	kefG	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
USDA1021_02690	CDS	366	mrpG_2		COG1320	Na(+)/H(+) antiporter subunit G
USDA1021_02691	CDS	282				hypothetical protein
USDA1021_02692	CDS	486	mnhE1		COG1863	Na(+)/H(+) antiporter subunit E1
USDA1021_02693	CDS	1644	mrpD_2		COG0651	Na(+)/H(+) antiporter subunit D
USDA1021_02694	CDS	348	mnhC1		COG1006	Na(+)/H(+) antiporter subunit C1
USDA1021_02695	CDS	3000	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
USDA1021_02696	CDS	2631				hypothetical protein
USDA1021_02697	CDS	1614	lig	6.5.1.1		DNA ligase
USDA1021_02698	CDS	1023				hypothetical protein
USDA1021_02699	CDS	954	rihB_1	3.2.2.8	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihB
USDA1021_02700	CDS	621				hypothetical protein
USDA1021_02701	CDS	1497	lysS	6.1.1.6		Lysine--tRNA ligase
USDA1021_02702	CDS	1458	gltX_1	6.1.1.17	COG0008	Glutamate--tRNA ligase
USDA1021_02703	CDS	753				hypothetical protein
USDA1021_02704	CDS	840	rob		COG2207	Right origin-binding protein
USDA1021_02705	CDS	711				hypothetical protein
USDA1021_02706	CDS	1212	emrA_2			Colistin resistance protein EmrA
USDA1021_02707	CDS	1590	emrB_1			Colistin resistance protein EmrB
USDA1021_02708	CDS	1086				hypothetical protein
USDA1021_02709	CDS	1038				hypothetical protein
USDA1021_02710	CDS	1455	xylB_1	2.7.1.17	COG1070	Xylulose kinase
USDA1021_02711	CDS	1311	xylA	5.3.1.5		Xylose isomerase
USDA1021_02712	CDS	1053	iolE_2	4.2.1.44		Inosose dehydratase
USDA1021_02713	CDS	1185	iolG_8	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
USDA1021_02714	CDS	1374	bglA	3.2.1.21		Beta-glucosidase
USDA1021_02715	CDS	1077	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
USDA1021_02716	CDS	666	metI		COG2011	D-methionine transport system permease protein MetI
USDA1021_02717	CDS	777	metQ		COG1464	D-methionine-binding lipoprotein MetQ
USDA1021_02718	CDS	948				hypothetical protein
USDA1021_02719	CDS	903				hypothetical protein
USDA1021_02720	CDS	474		3.6.1.25	COG2954	Inorganic triphosphatase
USDA1021_02721	CDS	639	eda_1		COG0800	KHG/KDPG aldolase
USDA1021_02722	CDS	705				hypothetical protein
USDA1021_02723	CDS	699				hypothetical protein
USDA1021_02724	CDS	213				hypothetical protein
USDA1021_02725	CDS	240				hypothetical protein
USDA1021_02726	CDS	444		3.1.-.-	COG3742	Ribonuclease VapC42
USDA1021_02727	CDS	1035				hypothetical protein
USDA1021_02728	CDS	645				hypothetical protein
USDA1021_02729	CDS	894	dmlR_4			HTH-type transcriptional regulator DmlR
USDA1021_02730	CDS	1140	ldc	4.1.1.17		Lysine/ornithine decarboxylase
USDA1021_02731	CDS	591	eis_2	2.3.1.-		N-acetyltransferase Eis
USDA1021_02732	CDS	636	rhtB_6		COG1280	Homoserine/homoserine lactone efflux protein
USDA1021_02733	CDS	447				hypothetical protein
USDA1021_02734	CDS	990				hypothetical protein
